Block Num,Trial Num,Current Angle,Current Axis X,Current Axis Y,Current Axis Z,Current Axis Magnitude,Task Completion Time,Is Timeout,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z,Right Total Thumb Tip Translation,Right Total Index Tip Translation,Right Total Middle Tip Translation,Right Total Wrist Translation,Right Total Wrist Rotation,Right Total Die Local Translation,Right Total Die Local Rotation,Left Total Thumb Tip Translation,Left Total Index Tip Translation,Left Total Middle Tip Translation,Left Total Wrist Translation,Left Total Wrist Rotation,Left Total Die Local Translation,Left Total Die Local Rotation,Total Die Translation,Total Die Rotation,Total Head Translation,Total Head Rotation
1,2,135,-0.4724505,0.2493937,0.8453362,1,4.115022,False,0.005382601,-0.006685853,0.009959877,0.01314809,-0.03908917,-0.003944456,0.03509999,0.9986113,6.039856,-0.7419624,-0.07487082,0.6662427,0.162309,0.1119529,0.150106,0.3676454,294.203,0,0,0.01569898,0.01589812,0.01701939,0.0331559,9.093263,0,0,0.3231542,294.0645,0.05282525,16.10389
1,3,135,-0.5896042,-0.4832616,0.647167,1,11.77661,False,0.00298949,0.002777934,-0.002570838,0.004823191,0.001761963,-0.002975867,0.00184073,-0.9999923,359.5506,0.4493109,-0.7588634,0.4693968,0.6569108,0.7126868,0.7781227,1.258463,747.3665,0,0,0.0559777,0.06456902,0.04636582,0.08859488,25.06148,0,0,0.7924793,460.3109,0.277533,62.01612
1,4,135,-0.2913393,-0.8533322,0.4323721,1,9.402357,False,-0.0008795597,-0.001927733,0.004677713,0.005135249,-0.02437206,-0.003824463,-0.0541439,-0.9982284,353.1778,-0.4096163,-0.06427698,-0.9099855,0.7246739,0.5363542,0.7299267,1.763957,842.3978,0,0,0.03879985,0.0382713,0.04429515,0.08702581,24.26175,0,0,0.5468909,276.5963,0.2701271,59.68441
1,5,135,0.3119298,-0.8520198,0.4204306,1,9.040764,False,0.001542185,0.002282202,-0.001036942,0.002943133,0.02059207,0.06070756,0.02524654,0.9976238,7.901237,0.2988839,0.8811408,0.3664413,0.3341857,0.4513953,0.623538,1.504382,698.147,0,0,0.02524419,0.02272552,0.02402207,0.06755131,13.83103,0,0,0.6859241,443.0979,0.1902923,41.42505
1,6,135,-0.01262383,0.7768769,0.6295259,1,5.124148,False,0.001704294,-0.0008866787,0.001068056,0.002198081,-0.04876786,-0.0176715,-0.004293549,-0.9986446,354.0331,-0.9369824,-0.3395246,-0.08249244,0.233728,0.3472746,0.3655814,0.6902477,419.5218,0,0,0.02519313,0.02525711,0.03174874,0.04197332,11.46627,0,0,0.3219391,295.28,0.0836404,18.01041
1,7,135,0.403355,0.6958225,0.5942523,1,9.069125,False,-0.001713771,-0.00178504,0.009674817,0.009986264,-0.0128677,0.02315553,0.001981736,-0.9996472,356.9555,-0.4843785,0.8716431,0.07459847,0.460147,0.5398219,0.7097607,1.346663,802.387,0,0,0.03826557,0.05677702,0.04731721,0.09129158,34.42519,0,0,0.582638,453.8309,0.3436067,49.62636
1,8,135,0.1329944,0.3800916,0.9153376,1,6.235763,False,-0.001410153,0.005691767,-0.00106287,0.005959399,-0.02353272,-0.03852744,-0.01514183,-0.9988657,354.5413,-0.4941973,-0.8090928,-0.3179849,0.2360432,0.350518,0.4244976,1.059118,668.6121,0,0,0.02600494,0.02568785,0.02140206,0.05282429,18.42172,0,0,0.6195273,472.3154,0.157842,35.46363
1,9,135,0.8727198,-0.4556397,-0.1753641,1,3.2217,False,-0.005791944,0.004523158,0.006005526,0.009490622,0.01279246,0.02759169,0.009786328,0.9994895,3.661546,0.4004161,0.8636457,0.3063213,0.03932578,0.03320738,0.05767436,0.380565,193.3269,0,0,0.006537629,0.005671939,0.008617098,0.02070877,2.509778,0,0,0.3004563,193.3437,0.047841,9.279591
1,10,135,0.5827039,-0.7956711,-0.1654195,1,3.263462,False,0.003266592,0.01009482,0.001280934,0.01068723,0.02267899,-0.00605544,-0.02513996,0.9994084,3.941996,0.6593972,-0.1760634,-0.7309507,0.05423749,0.0616708,0.1029199,0.2648121,214.9954,0,0,0.01240428,0.00797717,0.009317363,0.02320373,3.723869,0,0,0.278933,215.0037,0.07857497,12.5374
1,11,135,-0.4095441,0.5598662,0.720294,1,3.583183,False,-0.004987668,-0.001064897,0.005118817,0.007225865,-0.004491674,0.004753885,0.0007963945,0.9999784,0.7538098,-0.68281,0.7226704,0.1210654,0.06548934,0.07698795,0.09165708,0.3550019,284.7794,0,0,0.01102389,0.007914463,0.01577066,0.02217112,4.51093,0,0,0.3509312,273.8433,0.06052179,12.93667
